Scope,Operation,Status Code,Reason
/subscriptions/11a6fb25-e963-4503-9f13-2f400ca2ad2a/resourceGroups/BBSECTEUS2ALG-RG01/providers/Microsoft.Network/networkInterfaces/BBSECTEUS2ALG-VM01693_Z1,begin_get_effective_route_table,403,"(AuthorizationFailed) The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/11a6fb25-e963-4503-9f13-2f400ca2ad2a/resourceGroups/BBSECTEUS2ALG-RG01/providers/Microsoft.Network/networkInterfaces/BBSECTEUS2ALG-VM01693_Z1' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/11a6fb25-e963-4503-9f13-2f400ca2ad2a/resourceGroups/BBSECTEUS2ALG-RG01/providers/Microsoft.Network/networkInterfaces/BBSECTEUS2ALG-VM01693_Z1' or the scope is invalid. If access was recently granted, please refresh your credentials."
/subscriptions/11a6fb25-e963-4503-9f13-2f400ca2ad2a/resourceGroups/BBSECTEUS2KEY-RG01/providers/Microsoft.Network/networkInterfaces/BBSECTEUS2KEY-FE-VM01488_Z1,begin_get_effective_route_table,403,"(AuthorizationFailed) The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/11a6fb25-e963-4503-9f13-2f400ca2ad2a/resourceGroups/BBSECTEUS2KEY-RG01/providers/Microsoft.Network/networkInterfaces/BBSECTEUS2KEY-FE-VM01488_Z1' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/11a6fb25-e963-4503-9f13-2f400ca2ad2a/resourceGroups/BBSECTEUS2KEY-RG01/providers/Microsoft.Network/networkInterfaces/BBSECTEUS2KEY-FE-VM01488_Z1' or the scope is invalid. If access was recently granted, please refresh your credentials."
/subscriptions/11a6fb25-e963-4503-9f13-2f400ca2ad2a/resourceGroups/BBSECTEUS2KEY-RG01/providers/Microsoft.Network/networkInterfaces/BBSECTEUS2KEY-BE-VM01719_Z1,begin_get_effective_route_table,403,"(AuthorizationFailed) The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/11a6fb25-e963-4503-9f13-2f400ca2ad2a/resourceGroups/BBSECTEUS2KEY-RG01/providers/Microsoft.Network/networkInterfaces/BBSECTEUS2KEY-BE-VM01719_Z1' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/11a6fb25-e963-4503-9f13-2f400ca2ad2a/resourceGroups/BBSECTEUS2KEY-RG01/providers/Microsoft.Network/networkInterfaces/BBSECTEUS2KEY-BE-VM01719_Z1' or the scope is invalid. If access was recently granted, please refresh your credentials."
/subscriptions/11a6fb25-e963-4503-9f13-2f400ca2ad2a/resourceGroups/BBSECTEUS2TEN-RG01/providers/Microsoft.Network/networkInterfaces/BBSECTEUS2TEN-VM01660_Z1,begin_get_effective_route_table,403,"(AuthorizationFailed) The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/11a6fb25-e963-4503-9f13-2f400ca2ad2a/resourceGroups/BBSECTEUS2TEN-RG01/providers/Microsoft.Network/networkInterfaces/BBSECTEUS2TEN-VM01660_Z1' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/11a6fb25-e963-4503-9f13-2f400ca2ad2a/resourceGroups/BBSECTEUS2TEN-RG01/providers/Microsoft.Network/networkInterfaces/BBSECTEUS2TEN-VM01660_Z1' or the scope is invalid. If access was recently granted, please refresh your credentials."
/subscriptions/11a6fb25-e963-4503-9f13-2f400ca2ad2a/resourceGroups/BBSECTEUS2ARK-RG01/providers/Microsoft.Network/networkInterfaces/BBSECTEUS2ARK-VM03589_Z2,begin_get_effective_route_table,403,"(AuthorizationFailed) The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/11a6fb25-e963-4503-9f13-2f400ca2ad2a/resourceGroups/BBSECTEUS2ARK-RG01/providers/Microsoft.Network/networkInterfaces/BBSECTEUS2ARK-VM03589_Z2' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/11a6fb25-e963-4503-9f13-2f400ca2ad2a/resourceGroups/BBSECTEUS2ARK-RG01/providers/Microsoft.Network/networkInterfaces/BBSECTEUS2ARK-VM03589_Z2' or the scope is invalid. If access was recently granted, please refresh your credentials."
/subscriptions/150ea8a8-4006-49a6-8c11-b7d7c2942e61/resourceGroups/N01-AE-VWCC-RG/providers/Microsoft.Network/networkInterfaces/N01-AE-VWCC-CCVM-1-FWD-NIC,begin_get_effective_route_table,403,"(AuthorizationFailed) The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/150ea8a8-4006-49a6-8c11-b7d7c2942e61/resourceGroups/N01-AE-VWCC-RG/providers/Microsoft.Network/networkInterfaces/N01-AE-VWCC-CCVM-1-FWD-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/150ea8a8-4006-49a6-8c11-b7d7c2942e61/resourceGroups/N01-AE-VWCC-RG/providers/Microsoft.Network/networkInterfaces/N01-AE-VWCC-CCVM-1-FWD-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials."
/subscriptions/150ea8a8-4006-49a6-8c11-b7d7c2942e61/resourceGroups/N01-AE-ZSCC-RG/providers/Microsoft.Network/networkInterfaces/N01-AE-ZSCC-CCVM-1-FWD-NIC,begin_get_effective_route_table,403,"(AuthorizationFailed) The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/150ea8a8-4006-49a6-8c11-b7d7c2942e61/resourceGroups/N01-AE-ZSCC-RG/providers/Microsoft.Network/networkInterfaces/N01-AE-ZSCC-CCVM-1-FWD-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/150ea8a8-4006-49a6-8c11-b7d7c2942e61/resourceGroups/N01-AE-ZSCC-RG/providers/Microsoft.Network/networkInterfaces/N01-AE-ZSCC-CCVM-1-FWD-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials."
/subscriptions/150ea8a8-4006-49a6-8c11-b7d7c2942e61/resourceGroups/N01-AS-VWCC-RG/providers/Microsoft.Network/networkInterfaces/N01-AS-VWCC-CCVM-1-FWD-NIC,begin_get_effective_route_table,403,"(AuthorizationFailed) The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/150ea8a8-4006-49a6-8c11-b7d7c2942e61/resourceGroups/N01-AS-VWCC-RG/providers/Microsoft.Network/networkInterfaces/N01-AS-VWCC-CCVM-1-FWD-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/150ea8a8-4006-49a6-8c11-b7d7c2942e61/resourceGroups/N01-AS-VWCC-RG/providers/Microsoft.Network/networkInterfaces/N01-AS-VWCC-CCVM-1-FWD-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials."
/subscriptions/150ea8a8-4006-49a6-8c11-b7d7c2942e61/resourceGroups/N01-EUS2-VWCC-RG/providers/Microsoft.Network/networkInterfaces/N01-EUS2-VWCC-CCVM-1-FWD-NIC,begin_get_effective_route_table,403,"(AuthorizationFailed) The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/150ea8a8-4006-49a6-8c11-b7d7c2942e61/resourceGroups/N01-EUS2-VWCC-RG/providers/Microsoft.Network/networkInterfaces/N01-EUS2-VWCC-CCVM-1-FWD-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/150ea8a8-4006-49a6-8c11-b7d7c2942e61/resourceGroups/N01-EUS2-VWCC-RG/providers/Microsoft.Network/networkInterfaces/N01-EUS2-VWCC-CCVM-1-FWD-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials."
/subscriptions/150ea8a8-4006-49a6-8c11-b7d7c2942e61/resourceGroups/N01-CUS-ZSCC-RG/providers/Microsoft.Network/networkInterfaces/N01-CUS-ZSCC-CCVM-1-FWD-NIC,begin_get_effective_route_table,403,"(AuthorizationFailed) The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/150ea8a8-4006-49a6-8c11-b7d7c2942e61/resourceGroups/N01-CUS-ZSCC-RG/providers/Microsoft.Network/networkInterfaces/N01-CUS-ZSCC-CCVM-1-FWD-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials.
Code: AuthorizationFailed
Message: The client 'Ratnavo.Dutta@blackbaud.me' with object id '5ffedb4b-5d5c-4258-9368-af5cc665825b' does not have authorization to perform action 'Microsoft.Network/networkInterfaces/effectiveRouteTable/action' over scope '/subscriptions/150ea8a8-4006-49a6-8c11-b7d7c2942e61/resourceGroups/N01-CUS-ZSCC-RG/providers/Microsoft.Network/networkInterfaces/N01-CUS-ZSCC-CCVM-1-FWD-NIC' or the scope is invalid. If access was recently granted, please refresh your credentials."
